id,website,status_code,dnssec,mx_hosts_hostname,spf_record,spf_valid,dmarc_record,dmarc_valid,dmarc_tags_p_value,dmarc_tags_pct,dmarc_tags_aspf,dmarc_tags_adkim,dmarc_tags_sp,rank,company
267,www.pultegroupinc.com,200,False,"pultegroup.com.s9a1.psmtp.com, pultegroup.com.s9a2.psmtp.com, pultegroup.com.s9b1.psmtp.com, pultegroup.com.s9b2.psmtp.com",v=spf1 -all,True,v=DMARC1;p=reject;sp=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,267,PulteGroup
268,www.fisglobal.com,200,True,"",,False,v=DMARC1; p=reject; rua=mailto:2ynhg3yt@ag.dmarcian.com,True,reject,100,r,r,reject,268,"Fidelity National Information
Services"
269,www.iqvia.com,200,False,"",,False,"v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email,mailto:5a4340b5@mxtoolbox.dmarc-report.com,mailto:cf86883e@inbox.ondmarc.com,mailto:dmarc_aggregate_reports@iqvia.com,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:d@rua.agari.com; ruf=mailto:5a4340b5@forensics.dmarc-report.com,mailto:cf86883e@inbox.ondmarc.com,mailto:dmarc_forensic_reports@iqvia.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:d@ruf.agari.com; fo=1",True,none,100,r,r,none,269,1QVIA Holdings
270,www.marriott.com,200,False,"",,False,v=DMARC1; p=reject; pct=100; sp=reject; rua=mailto:ts2wfbhi@ag.dmarcian.com; ruf=mailto:ts2wfbhi@fr.dmarcian.com;,True,reject,100,r,r,reject,270,Marriott International
271,www.berryglobal.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:DMarcForensicsBerryGlobal-com@berryglobal.com; ruf=mailto:DMarcForensicsBerryGlobal-com@berryglobal.com,True,none,100,r,r,none,271,Berry Global Group
272,www.ball.com,200,False,"",,False,v=DMARC1;p=none;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,True,none,100,r,r,none,272,Ball
273,www.group1auto.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,True,none,100,r,r,none,273,Group 1 Automotive
274,www.leidos.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; sp=none; pct=100; rua=mailto:dmarc_rua@leidos.com; ruf=mailto:dmarc_ruf@leidos.com,True,reject,100,r,r,none,274,Leidos Holdings
275,www.wayfair.com,200,False,"",,False,v=DMARC1; p=quarantine; rua=mailto:dmarc@wayfair.com; fo=1; pct=100; adkim=r; aspf=r,True,quarantine,100,r,r,quarantine,275,Wayfair
276,www.coned.com,200,False,"",,False,v=DMARC1;p=none;rua=mailto:dmarc-reports@coned.com;fo=1;pct=100;rf=afrf,True,none,100,r,r,none,276,Consolidated Edison
277,www.ameriprise.com,200,False,"",,False,v=DMARC1; p=reject; sp=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,none,277,Ameriprise Financial
278,my.xcelenergy.com,200,False,"",,False,,False,,,,,,278,Xcel Energy
279,www.oreillyauto.com,200,False,"",,False,,False,,,,,,279,O'Reilly Automotive
280,www.globalp.com,200,False,"",,False,v=DMARC1;p=none;sp=none;pct=100;adkim=r;aspf=r;rua=mailto:tflanagan@globalp.com;ruf=mailto:tflanagan@globalp.com;ri=86400;fo=1,True,none,100,r,r,none,280,Global Partners
281,www.discover.com,200,True,"",,False,v=DMARC1; p=none; fo=1;rua=mailto:dmarc_rua@discover.com; ruf=mailto:dmarc_ruf@discover.com; ruf=mailto:dmarc_reports@discover.com,True,none,100,r,r,none,281,Discover Financial Services
282,www.rocketcompanies.com,200,False,"",,False,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:quicken-loans@rua.dmp.cisco.com; ruf=mailto:quicken-loans@ruf.dmp.cisco.com,True,none,100,r,r,none,282,Rocket Companies
283,www.lkqcorp.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,283,LKQ
284,www.grainger.com,200,False,"",,False,,False,,,,,,284,W.W. Grainger
285,www.quantaservices.com,200,False,quantaservices-com.mail.protection.outlook.com,v=spf1 include:_u.quantaservices.com._spf.smart.ondmarc.com -all,True,v=DMARC1; p=none; pct=100; sp=none; rua=mailto:6e1a24f3@inbox.us.redsift.cloud; ruf=mailto:6e1a24f3@inbox.us.redsift.cloud; adkim=r; aspf=r; fo=0; rf=afrf; ri=3600,True,none,100,r,r,none,285,Quanta Services
286,www.crowncork.com,200,False,"",,False,v=DMARC1; p=reject; fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,286,CrownHoldings
287,www.foxnews.com,200,True,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,287,Fox
288,www.sempra.com,200,False,"",,False,"v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarcrua@sempra.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:dmarcruf@sempra.com",True,none,100,r,r,none,288,Sempra
289,www.markel.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:6vlzrhmt@ag.dmarcian.com;,True,none,100,r,r,none,289,Markel
291,www.xpo.com,200,False,"mxa-002b6701.gslb.pphosted.com, mxb-002b6701.gslb.pphosted.com",,False,"v=DMARC1; p=none; fo=1; rua=mailto:xpo@rua.agari.com,mailto:dmarcreports@xpo.com,mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:xpo@ruf.agari.com,mailto:dmarcreports@xpo.com,mailto:dmarc_ruf@emaildefense.proofpoint.com",True,none,100,r,r,none,291,XPO Logistics
292,www.baxter.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:baxter-international@rua.agari.com; ruf=mailto:baxter-international@ruf.agari.com,True,reject,100,r,r,reject,292,Baxter International
293,www.ecolab.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,293,Ecolab
294,www.tractorsupply.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,294,Tractor Supply
295,www.andersonsinc.com,200,False,"",,False,v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@vali.email; sp=none,True,quarantine,100,r,r,none,295,The Andersons
296,www.keurigdrpepper.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,296,Keurig Dr Pepper
297,uhs.com,200,False,"",v=spf1 -all,True,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,True,reject,100,r,r,reject,297,Universal Health Services
298,www.csx.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,298,CSX
299,www.henryschein.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,299,Henry Schein
300,www.sonicautomotive.com,200,False,"",,False,,False,,,,,,300,Sonic Automotive
301,www.ebay.com,200,False,"",,False,"v=DMARC1; p=reject; rua=mailto:ebay@rua.agari.com,mailto:dmarc_agg@auth.returnpath.net; ruf=mailto:ebay@ruf.agari.com,mailto:dmarc_afrf@auth.returnpath.net; fo=1; rf=afrf; pct=100",True,reject,100,r,r,reject,301,eBay
302,www.textron.com,200,False,"",,False,"v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:16e09a11@inbox.ondmarc.com,mailto:Abuse@textron.com; ruf=mailto:16e09a11@inbox.ondmarc.com;",True,reject,100,r,r,reject,302,Textron
303,www.edwardjones.com,200,False,"",,False,,False,,,,,,303,Jones Financial (Edward Jones)
304,www.chs.net,200,False,"",,False,,False,,,,,,304,Community Health Systems
305,www.mosaicco.com,200,False,"",,False,v=DMARC1; p=quarantine; rua=mailto:domain.register@mosaicco.com; ruf=mailto:domain.register@mosaicco.com; pct=20;,True,quarantine,20,r,r,quarantine,305,Mosaic
306,www.thorindustries.com,200,True,"",,False,,False,,,,,,306,Thor Industries
308,newmont.com,200,False,"mxa-00503201.gslb.pphosted.com, mxb-00503201.gslb.pphosted.com",v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ip4:184.150.239.212/32 ip4:50.100.23.199/32 ip4:50.100.15.197/32 include:spf.protection.outlook.com include:spf-00503201.pphosted.com ~all,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,308,Newmont
309,www.devonenergy.com,200,False,"",,False,,False,,,,,,309,Devon Energy
310,wbd.com,200,False,"mx0a-00241e02.pphosted.com, mx0b-00241e02.pphosted.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com",v=spf1 include:spf.protection.outlook.com include:_spf.google.com ip4:198.147.8.23 ip4:198.147.9.14 ip4:205.220.160.51 ip4:205.220.172.51 include:mailgun.org include:cust-spf.exacttarget.com ~all,True,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:discovery@rua.agari.com; ruf=mailto:discovery@ruf.agari.com,True,none,100,r,r,none,310,Warner Bros. Discovery
311,www.jbhunt.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,311,J.B. Hunt Transport Services
312,www.alcoa.com,200,False,"",,False,,False,,,,,,312,Alcoa
313,www.kiewit.com,200,False,"mxa-002c7c01.gslb.pphosted.com, mxb-002c7c01.gslb.pphosted.com",v=spf1 ip4:166.78.90.5 ip4:65.221.12.148 ip4:65.221.12.128 ip4:192.174.72.0/21 ip6:2620:1fc::/36 ip4:52.38.36.189 ip4:216.162.32.70 ip4:216.162.32.71 include:emailsrvr.com include:spf.protection.outlook.com include:spf-002c7c01.pphosted.com  include:_spf.concurcompleat.com a:b.spf.service-now.com a:c.spf.service-now.com ~all,True,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,313,Peter Kiewit Sons’
314,www.aramark.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:aramark@rua.agari.com; ruf=mailto:aramark@ruf.agari.com,True,reject,100,r,r,reject,314,Aramark
315,www.vistra.com,200,False,"",,False,v=DMARC1;p=none;rua=mailto:ecefb2236e@rua.easydmarc.com;ruf=mailto:ecefb2236e@ruf.easydmarc.com;fo=1,True,none,100,r,r,none,315,Vistra
316,www.statestreet.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:dmarc_agg@emailfraudprotect.email,True,none,100,r,r,none,316,State Street
317,www.unum.com,200,False,"mxa-004bf101.gslb.pphosted.com, mxb-004bf101.gslb.pphosted.com",v=spf1 include:spf-004bf101.pphosted.com include:%{d}.42.spf-protect.agari.com exists:%{i}._i.%{d}._d.espf.agari.com ~all,False,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unum@rua.agari.com,mailto:rua_reports@unum.com; ruf=mailto:unum@ruf.agari.com,mailto:ruf_reports@unum.com",True,reject,100,r,r,reject,317,Unum Group
318,www.alleghany.com,200,False,"",,False,,False,,,,,,318,Alleghany
319,www.bostonscientific.com,200,False,"",,False,,False,,,,,,319,Boston Scientific
320,www.westlake.com,200,False,"mxa-0018f101.gslb.pphosted.com, mxb-0018f101.gslb.pphosted.com",v=spf1 include:spf1.westlake.com include:spf2.westlake.com ~all,True,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1,True,none,100,r,r,none,320,Westlake
321,www.entergy.com,200,False,"",,False,v=DMARC1; p=reject;,True,reject,100,r,r,reject,321,Entergy
322,www.iff.com,200,False,"",,False,v=DMARC1; p=none; pct=100; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.comv,True,none,100,r,r,none,322,International Flavors & Fragrances
323,www.davita.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:dmarc_reports@davita.com; ruf=mailto:dmarc_reports@davita.com; fo=1,True,none,100,r,r,none,323,DaVita
324,www.mutualofomaha.com,200,False,"",,False,,False,,,,,,324,Mutual of Omaha Insurance
325,www.libertymedia.com,200,False,"",,False,v=DMARC1; p=quarantine;  pct=90; sp=none,True,quarantine,90,r,r,none,325,Assurant
326,www.libertymedia.com,200,False,"",,False,v=DMARC1; p=quarantine;  pct=90; sp=none,True,quarantine,90,r,r,none,326,Liberty Media
327,www.hormelfoods.com,200,False,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,327,Hormel Foods
328,www.ielp.com,200,False,"",,False,v=DMARC1; p=quarantine; rua=mailto:dmarcreports@ielp.com; pct=100,True,quarantine,100,r,r,quarantine,328,Icahn Enterprises
329,www.republicservices.com,203,False,"",,False,"v=DMARC1; p=reject; pct=100; sp=none; rua=mailto:ed1d6910@inbox.ondmarc.com,mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:ed1d6910@inbox.ondmarc.com,mailto:dmarc_ruf@emaildefense.proofpoint.com; adkim=r; aspf=r; fo=0; rf=afrf; ri=3600",True,reject,100,r,r,none,329,Republic Services
330,mohawkind.com,200,False,"",v=spf1 include:spf_a.mohawkind.com include:cust-spf.exacttarget.com include:spf.mandrillapp.com include:amazonses.com include:_spf.salesforce.com ip4:139.138.58.145 ip4:72.249.24.20 ip4:23.253.197.137 -all,True,v=DMARC1; p=none; rua=mailto:166e38fc2dd5563@rep.dmarcanalyzer.com; ruf=mailto:166e38fc2dd5563@for.dmarcanalyzer.com; fo=1;,True,none,100,r,r,none,330,Mohawk Industries
331,www.conagrabrands.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,331,Conagra Brands
332,www.nscorp.com,200,False,"",,False,v=DMARC1;p=reject;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1;,True,reject,100,r,r,reject,332,Norfolk Southern
333,www.aes.com,200,False,"",,False,"v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:aes@rua.agari.com, mailto:dmarc_agg@vali.email; ruf=mailto:aes@ruf.agari.com",True,none,100,r,r,none,333,AES
334,www.agcocorp.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:24b43873060d159@rep.dmarcanalyzer.com; ruf=mailto:24b43873060d159@for.dmarcanalyzer.com; fo=1;,True,none,100,r,r,none,334,AGCO
335,www.caesars.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1,True,none,100,r,r,none,335,Caesars Entertainment
336,equitableholdings.com,200,False,"",,False,,False,,,,,,336,Equitable Holdings
337,shop.advanceautoparts.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,337,Advance Auto Parts
338,www.biogen.com,200,False,"",,False,v=DMARC1; p=reject; pct=100; fo=1; rua=mailto:8abf8234@inbox.ondmarc.com; ruf=mailto:8abf8234@inbox.ondmarc.com;,True,reject,100,r,r,reject,338,Biogen
340,www.bookingholdings.com,200,False,"",,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:dmarcstats@priceline.com;ruf=mailto:dmarcmessages@priceline.com,True,quarantine,100,r,r,quarantine,340,Booking Holdings
341,amphenol.com,200,False,amphenol-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:spf.smtp2go.com include:_spf.q4press.com include:_spf.salesforce.com exists:%{i}._spf.mta.salesforce.com ip4:107.1.2.162 mx mx:acquiretm-com.mail.protection.outlook.com ip4:54.70.98.207 -all,True,v=DMARC1; p=reject; pct=100; rua=mailto:dkimaggrep@amphenol.com; ruf=mailto:dkimauthfail@amphenol.com; adkim=s; aspf=s,True,reject,100,s,s,reject,341,Amphenol
342,www.questdiagnostics.com,200,False,"",v=spf1 include:spf1.questdiagnostics.com include:spf2.questdiagnostics.com ~all,False,,False,,,,,,342,Quest Diagnostics
343,firstenergycorp.com,200,False,"mx1.hc5608-40.iphmx.com, mx2.hc5608-40.iphmx.com",v=spf1 ip4:205.132.72.0/21 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ip4:155.130.129.232/29 ip4:67.138.237.135 ~all,False,v=DMARC1;p=reject;sp=reject;pct=100;fo=1;ri=86400;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,343,FirstEnergy
344,www.dcpmidstream.com,200,False,"",v=spf1 include:spf.protection.outlook.com -all,True,,False,,,,,,344,DCP Midstream
345,firstenergycorp.com,200,False,"mx1.hc5608-40.iphmx.com, mx2.hc5608-40.iphmx.com",v=spf1 ip4:205.132.72.0/21 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ip4:155.130.129.232/29 ip4:67.138.237.135 ~all,False,v=DMARC1;p=reject;sp=reject;pct=100;fo=1;ri=86400;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,345,Ally Financial
346,www.delekus.com,200,False,"mxa-00522301.gslb.pphosted.com, mxb-00522301.gslb.pphosted.com",v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,346,Delek US Holdings
347,www.williamsf1.com,200,False,"",,False,,False,,,,,,347,Williams
348,www.newellbrands.com,200,False,"",,False,,False,,,,,,348,Newell Brands
349,www.eastman.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email; ruf=mailto:emailreports@eastman.com; fo=1,True,reject,100,r,r,reject,349,Eastman Chemical
350,www.airproducts.com,200,False,"",,False,,False,,,,,,350,Air Products & Chemicals
351,www.thrivent.com,200,False,"",,False,"v=DMARC1;p=none;fo=1;rua=mailto:boxucsupport@thrivent.com,mailto:thrivent-financial@rua.agari.com;ruf=mailto:thrivent-financial@ruf.agari.com",True,none,100,r,r,none,351,Thrivent Financial for
352,www.molsoncoors.com,200,False,"",,False,,False,,,,,,352,Molson Coors Beverage
353,www.interpublic.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,353,Interpublic Group
354,www.weyerhaeuser.com,200,False,"",,False,,False,,,,,,354,Weyerhaeuser
355,www.alticeusa.com,200,True,"",,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,none,100,r,r,none,355,Altice USA
356,www.raymondjames.com,200,True,"",,False,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,356,Raymond James Financial
357,www.emcorgroup.com,200,False,"",,False,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,357,EMCOR Group
358,www.eversource.com,200,False,"",,False,,False,,,,,,358,Eversource Energy
359,ir.yumchina.com,200,False,"",,False,,False,,,,,,359,Yum China Holdings
360,www.asburyauto.com,200,False,"",v=spf1 redirect=4d9d205q._spf._d.mim.ec,True,v=DMARC1; p=quarantine; rua=mailto:db744c1f1cf6536@rep.dmarcanalyzer.com; ruf=mailto:db744c1f1cf6536@for.dmarcanalyzer.com; pct=100; sp=none; fo=0:1:d:s;,False,,,,,,360,Asbury Automotive Group
361,www.owens.edu,200,False,"",,False,,False,,,,,,361,Owens & Minor
362,landing.pseg.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,362,Public Service Enterprise Group
363,www.unitedrentals.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:united-rentals@rua.dmp.cisco.com; ruf=mailto:united-rentals@ruf.dmp.cisco.com,True,reject,100,r,r,reject,363,United Rentals
364,www.mgmresorts.com,200,False,"",,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:d@rua.agari.com; ruf=mailto:d@ruf.agari.com; fo=1,True,quarantine,100,r,r,quarantine,364,MGM Resorts International
365,www.ryder.com,200,False,"",,False,"v=DMARC1; p=none; fo=1; pct=100; ri=3600; rua=mailto:dmarc_rua@emaildefense.proofpoint.com, mailto:dmarc_rua@ryder.com; ruf=mailto:dmarc_rua@emaildefense.proofpoint.com",True,none,100,r,r,none,365,Ryder System
366,www.intuit.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,True,reject,100,r,r,reject,366,Intuit
367,www.cinfin.com,200,False,"",,False,,False,,,,,,367,Cincinnati Financial
368,www.erieinsurance.com,200,False,"",,False,v=DMARC1; p=reject; rua=mailto:ea9a45428fe8491@rep.dmarcanalyzer.com; ruf=mailto:ea9a45428fe8491@for.dmarcanalyzer.com; fo=1;,True,reject,100,r,r,reject,368,Erie Insurance Group
369,www.univarsolutions.com,200,False,"",,False,"v=DMARC1; p=quarantine; sp=quarantine; pct=100; rua=mailto:glzhojps@ag.dmarcian.com,mailto:dmarc_agg@vali.email; ruf=mailto:glzhojps@fr.dmarcian.com",True,quarantine,100,r,r,quarantine,369,Univar Solutions
370,huntingtoningalls.com,200,False,"",v=spf1 -all,True,v=DMARC1; p=reject; rua=mailto:ahuqn0xa@ag.dmarcian.com; ruf=mailto:ahuqn0xa@fr.dmarcian.com; sp=reject; ri=86400,True,reject,100,r,r,reject,370,Huntington Ingalls Industries
371,www.berkley.com,200,False,"",,False,v=DMARC1;p=reject;sp=reject;rua=mailto:3mfpzq42@ag.dmarcian.com;ruf=mailto:3mfpzq42@fr.dmarcian.com;,True,reject,100,r,r,reject,371,W.R. Berkley
372,www.westernsouthern.com,200,False,"",,False,"v=DMARC1; p=none; rua=mailto:46gi71fy8t@rua.powerdmarc.com,mailto:dmarc_rua@westernsouthern.com,mailto:dmarc_agg@vali.email; ruf=mailto:46gi71fy8t@ruf.powerdmarc.com,mailto:dmarc_ruf@westernsouthern.com;",True,none,100,r,r,none,372,Western and Southen Financial Group
373,www.insight.com,200,False,"",,False,,False,,,,,,373,Insight Enterprises
374,newscorp.com,200,False,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com",v=spf1 include:_spf.google.com include:_swn.newscorp.com include:_grc.newscorp.com include:spf1.newscorp.com include:_spf.psm.knowbe4.com ~all,True,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,374,News Corp.
375,www.americantower.com,200,False,"",,False,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,True,none,100,r,r,none,375,American Tower
376,www.oldrepublic.com,200,False,"",,False,"v=DMARC1; p=quarantine; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:gc-infosecurity@gwccnet.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:gc-infosecurity@gwccnet.com; fo=1",True,quarantine,100,r,r,quarantine,376,Old Republic International
377,www.burlington.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,377,Burlington Stores
378,avisbudgetgroup.com,200,False,"",v=spf1 exists:%{i}._i.%{d}._d.espf.dmp.cisco.com include:%{d}.5c.spf-protect.dmp.cisco.com -all,False,v=DMARC1; p=reject; fo=1; pct=100; ri=3600; rua=mailto:avis@rua.dmp.cisco.com; ruf=mailto:avis@ruf.dmp.cisco.com,True,reject,100,r,r,reject,378,Avis Budget Group
379,www.officedepot.com,200,False,"",,False,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email,mailto:oddmarc@officedepot.com",True,reject,100,r,r,reject,379,ODP
380,vfc.com,200,False,vfc-com.mail.protection.outlook.com,v=spf1 include:spf1.vfc.com include:spf.protection.outlook.com include:nlkp.spf.avature.net include:_spf.perceptyx.com include:_spf.salesforce.com ip4:52.1.115.254 ip4:167.64.73.44 ip4:167.64.93.44 ip4:94.236.36.5 ip4:94.236.36.0 ip4:136.147.220.11 -all,True,v=DMARC1; p=none; rua=mailto:ewqfa0eu@ag.dmarcian.com; ruf=mailto:ewqfa0eu@fr.dmarcian.com; fo=1,True,none,100,r,r,none,380,VF
381,www.bedbathandbeyond.com,200,False,"",,False,,False,,,,,,381,Bed Bath & Beyond
382,www.seaboardcorp.com,200,True,"",,False,v=DMARC1; p=none; rua=mailto:DMARC@seaboardfoods.com;  adkim=r; aspf=r; rf= afrf; pct=100; ri= 86400;,False,,,,,,382,Seaboard
383,www.firstam.com,200,False,"",,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,True,reject,100,r,r,reject,383,First American Financial
384,www.theice.com,200,True,"",,False,v=DMARC1; p=reject; rua=mailto:dmarc-reports@ice.com; ruf=mailto:dmarc-forensics@ice.com; fo=1;,True,reject,100,r,r,reject,384,Intercontinental Exchange
